0.12232,0.88624,1
0.63586,0.20277,0
0.53834,0.52948,1
0.83108,0.53375,0
0.83420,0.53558,0
0.78973,0.53426,0
0.85147,0.37661,0
0.96318,0.44562,0
0.47346,0.24166,0
0.38646,0.94007,1
0.19108,0.70746,1
0.07067,0.25588,0
0.67433,0.27225,0
0.07265,0.04050,0
0.30424,0.51559,1
0.44939,0.86271,1
0.10292,0.69825,1
0.61484,0.48984,0
0.37329,0.51052,1
0.13420,0.52149,1
0.63676,0.67893,1
0.04825,0.14023,0
0.97672,0.44274,0
0.19381,0.89313,1
0.25973,0.34257,0
0.99847,0.22961,0
0.02636,0.24207,1
0.07182,0.62333,1
0.29809,0.42778,1
0.44373,0.03107,0
0.29029,0.90033,1
0.94217,0.30023,0
0.09286,0.88562,1
0.58446,0.80279,1
0.55414,0.90137,1
0.14148,0.00489,0
0.48671,0.70252,1
0.21793,0.46165,1
0.23061,0.80322,1
0.56952,0.66080,1
0.76417,0.60358,0
0.74161,0.84116,1
0.55606,0.41571,0
0.53101,0.62704,1
0.74754,0.76872,1
0.80081,0.14572,0
0.22486,0.02218,1
0.95155,0.47635,0
0.02417,0.16550,1
0.90211,0.57093,0
0.50134,0.15181,0
0.49783,0.31342,1
0.39604,0.52099,1
0.09513,0.05913,0
0.90591,0.94056,1
0.96946,0.27368,0
0.36737,0.93426,1
0.04852,0.67076,1
0.38534,0.88062,1
0.33901,0.53212,1
0.74971,0.73159,1
0.54098,0.94936,1
0.87660,0.68396,0
0.94613,0.60841,0
0.24911,0.02209,0
0.75024,0.10291,0
0.11992,0.15470,1
0.69173,0.12002,0
0.01127,0.48733,1
0.16165,0.94673,1
0.70559,0.26957,0
0.82530,0.52993,0
0.84106,0.43726,0
0.96087,0.45880,0
0.03702,0.35017,1
0.02789,0.48963,1
0.22986,0.59569,1
0.51639,0.11137,0
0.26719,0.58111,0
0.67735,0.68612,0
0.74460,0.68535,1
0.09626,0.55507,1
0.36239,0.93903,1
0.66033,0.15423,0
0.15711,0.14495,0
0.11878,0.51259,1
0.52593,0.48984,1
0.59678,0.98357,1
0.47194,0.97235,1
0.30891,0.36840,1
0.82720,0.05796,0
0.99884,0.15164,0
0.01786,0.89202,1
0.88981,0.71968,0
0.89809,0.37056,0
0.35355,0.28973,0
0.94487,0.26465,0
0.56676,0.56839,1
0.36267,0.13376,0
0.48362,0.72879,1
0.56214,0.25285,0
0.90790,0.28992,0
0.68814,0.32353,0
0.49011,0.72834,1
0.48612,0.16111,0
0.80253,0.78302,1
0.80774,0.82266,1
0.32476,0.43855,1
0.95767,0.97657,0
0.34135,0.01584,0
0.99103,0.56036,0
0.09151,0.43650,0
0.76284,0.38397,0
0.77867,0.38926,0
0.72981,0.09557,1
0.68794,0.30714,0
0.51801,0.25317,0
0.14554,0.73582,1
0.21597,0.49705,1
0.88003,0.24884,0
0.92546,0.16507,1
0.02570,0.90864,1
0.30375,0.00308,0
0.60425,0.33031,0
0.58722,0.40184,0
0.42050,0.10412,1
0.55480,0.58125,1
0.62188,0.08213,0
0.31830,0.47874,1
0.62140,0.71144,1
0.20218,0.64678,1
0.09134,0.35982,1
0.84277,0.72738,0
0.88589,0.10454,0
0.65722,0.71615,1
0.61220,0.52184,0
0.56427,0.18827,1
0.51521,0.82397,1
0.87895,0.37235,0
0.34188,0.07600,0
0.65447,0.06124,0
0.80314,0.21559,0
0.22231,0.84281,1
0.68343,0.11338,0
0.03925,0.48746,1
0.75442,0.87414,1
0.40315,0.36409,1
0.38706,0.32331,0
0.57515,0.01882,0
0.31126,0.09615,0
0.07717,0.61627,1
0.67338,0.17452,0
0.82121,0.25552,1
0.67427,0.45591,0
0.65394,0.03040,0
0.89499,0.21173,0
0.54403,0.37260,0
0.10067,0.72975,1
0.74034,0.42816,1
0.91859,0.66833,0
0.55435,0.14788,0
0.34578,0.54103,0
0.06373,0.69520,1
0.37159,0.08225,1
0.98416,0.92696,1
0.85847,0.11633,0
0.16540,0.94201,1
0.41841,0.91586,1
0.71347,0.65707,1
0.65769,0.31727,0
0.08487,0.83182,0
0.08259,0.04334,0
0.28284,0.50417,0
0.93076,0.14683,0
0.54732,0.25437,0
